State,Region,Year,Snakebite cases,Latitude,Longitude
Goias,Centro-oeste,2010,1155,-17.73004311,-49.10998458
Goias,Centro-oeste,2011,1309,-17.73004311,-49.10998458
Goias,Centro-oeste,2012,1204,-17.73004311,-49.10998458
Goias,Centro-oeste,2013,1012,-17.73004311,-49.10998458
Goias,Centro-oeste,2014,973,-17.73004311,-49.10998458
Goias,Centro-oeste,2015,979,-17.73004311,-49.10998458
Goias,Centro-oeste,2016,1105,-17.73004311,-49.10998458
Goias,Centro-oeste,2017,1271,-17.73004311,-49.10998458
Goias,Centro-oeste,2018,1029,-17.73004311,-49.10998458
Goias,Centro-oeste,2019,1185,-17.73004311,-49.10998458
Goias,Centro-oeste,2020,1271,-17.73004311,-49.10998458
Goias,Centro-oeste,2021,1384,-17.73004311,-49.10998458
Goias,Centro-oeste,2022,1111,-17.73004311,-49.10998458
Distrito Federal,Centro-oeste,2000,138,-15.78334023,-47.91605229
Distrito Federal,Centro-oeste,2001,119,-15.78334023,-47.91605229
Distrito Federal,Centro-oeste,2002,84,-15.78334023,-47.91605229
Distrito Federal,Centro-oeste,2003,104,-15.78334023,-47.91605229
Distrito Federal,Centro-oeste,2004,75,-15.78334023,-47.91605229
Distrito Federal,Centro-oeste,2005,67,-15.78334023,-47.91605229
Distrito Federal,Centro-oeste,2006,63,-15.78334023,-47.91605229
Distrito Federal,Centro-oeste,2007,76,-15.78334023,-47.91605229
Distrito Federal,Centro-oeste,2008,72,-15.78334023,-47.91605229
Distrito Federal,Centro-oeste,2009,78,-15.78334023,-47.91605229
Distrito Federal,Centro-oeste,2010,88,-15.78334023,-47.91605229
Distrito Federal,Centro-oeste,2011,114,-15.78334023,-47.91605229
Distrito Federal,Centro-oeste,2012,102,-15.78334023,-47.91605229
Distrito Federal,Centro-oeste,2013,112,-15.78334023,-47.91605229
Distrito Federal,Centro-oeste,2014,89,-15.78334023,-47.91605229
Distrito Federal,Centro-oeste,2015,102,-15.78334023,-47.91605229
Distrito Federal,Centro-oeste,2016,94,-15.78334023,-47.91605229
Distrito Federal,Centro-oeste,2017,104,-15.78334023,-47.91605229
Distrito Federal,Centro-oeste,2018,122,-15.78334023,-47.91605229
Distrito Federal,Centro-oeste,2019,96,-15.78334023,-47.91605229
Distrito Federal,Centro-oeste,2020,112,-15.78334023,-47.91605229
Distrito Federal,Centro-oeste,2021,111,-15.78334023,-47.91605229
Distrito Federal,Centro-oeste,2022,104,-15.78334023,-47.91605229
